"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-79.94","43.17","HAMILTON A","6153193","2022-01-20 06:00","2022","01","20","06:00","-13.6","","-17.6","","72","","","","33","","10","","24.1","","99.66","","","","-20","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-20 07:00","2022","01","20","07:00","-14.7","","-18.1","","75","","","","34","","8","","24.1","","99.78","","","","-20","","Mainly Clear"
"-79.94","43.17","HAMILTON A","6153193","2022-01-20 08:00","2022","01","20","08:00","-15.2","","-17.5","","83","","","","1","","9","","24.1","","99.89","","","","-21","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-20 09:00","2022","01","20","09:00","-15.0","","-17.9","","78","","","","2","","10","","24.1","","99.97","","","","-21","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-20 10:00","2022","01","20","10:00","-13.4","","-17.6","","71","","","","1","","10","","24.1","","100.06","","","","-19","","Mainly Clear"
"-79.94","43.17","HAMILTON A","6153193","2022-01-20 11:00","2022","01","20","11:00","-12.2","","-17.4","","66","","","","3","","12","","24.1","","100.13","","","","-19","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-20 12:00","2022","01","20","12:00","-10.8","","-18.3","","54","","","","2","","16","","24.1","","100.09","","","","-18","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-20 13:00","2022","01","20","13:00","-10.1","","-18.6","","51","","","","31","","16","","24.1","","100.09","","","","-17","","Mainly Clear"
"-79.94","43.17","HAMILTON A","6153193","2022-01-20 14:00","2022","01","20","14:00","-10.1","","-17.7","","54","","","","32","","16","","24.1","","100.12","","","","-17","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-20 15:00","2022","01","20","15:00","-10.7","","-17.7","","57","","","","33","","22","","24.1","","100.12","","","","-19","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-20 16:00","2022","01","20","16:00","-10.7","","-17.6","","57","","","","32","","19","","24.1","","100.16","","","","-19","","Mostly Cloudy"
"-79.94","43.17","HAMILTON A","6153193","2022-01-20 17:00","2022","01","20","17:00","-12.0","","-18.2","","60","","","","32","","21","","24.1","","100.24","","","","-21","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-20 18:00","2022","01","20","18:00","-13.0","","-18.8","","62","","","","31","","16","","24.1","","100.34","","","","-21","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-20 19:00","2022","01","20","19:00","-13.9","","-19.2","","65","","","","32","","14","","24.1","","100.38","","","","-21","","Mostly Cloudy"
"-79.94","43.17","HAMILTON A","6153193","2022-01-20 20:00","2022","01","20","20:00","-14.7","","-19.5","","67","","","","31","","13","","24.1","","100.42","","","","-22","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-20 21:00","2022","01","20","21:00","-15.7","","-20.3","","68","","","","34","","13","","24.1","","100.48","","","","-23","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-20 22:00","2022","01","20","22:00","-15.7","","-19.8","","71","","","","36","","11","","24.1","","100.52","","","","-22","","Mainly Clear"
"-79.94","43.17","HAMILTON A","6153193","2022-01-20 23:00","2022","01","20","23:00","-16.8","","-20.4","","74","","","","33","","12","","24.1","","100.55","","","","-24","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-21 00:00","2022","01","21","00:00","-16.9","","-20.1","","76","","","","34","","9","","24.1","","100.55","","","","-23","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-21 01:00","2022","01","21","01:00","-16.8","","-20.2","","76","","","","32","","11","","24.1","","100.50","","","","-24","","Clear"
"-79.94","43.17","HAMILTON A","6153193","2022-01-21 02:00","2022","01","21","02:00","-17.4","","-20.9","","75","","","","34","","10","","24.1","","100.50","","","","-24","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-21 03:00","2022","01","21","03:00","-19.2","","-22.3","","77","","","","32","","8","","24.1","","100.54","","","","-25","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-21 04:00","2022","01","21","04:00","-18.5","","-21.1","","80","","","","32","","5","","24.1","","100.57","","","","-23","","Clear"
"-79.94","43.17","HAMILTON A","6153193","2022-01-21 05:00","2022","01","21","05:00","-19.1","","-21.3","","83","","","","1","","5","","24.1","","100.60","","","","-23","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-21 06:00","2022","01","21","06:00","-19.4","","-21.6","","84","","","","1","","8","","24.1","","100.65","","","","-26","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-21 07:00","2022","01","21","07:00","-19.1","","-21.2","","83","","","","3","","11","","24.1","","100.71","","","","-27","","Clear"
"-79.94","43.17","HAMILTON A","6153193","2022-01-21 08:00","2022","01","21","08:00","-19.0","","-21.5","","81","","","","1","","12","","24.1","","100.75","","","","-27","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-21 09:00","2022","01","21","09:00","-18.6","","-21.4","","79","","","","1","","9","","4.8","","100.78","","","","-25","","Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-21 10:00","2022","01","21","10:00","-15.5","","-18.1","","81","","","","2","","7","","8.1","","100.81","","","","-20","","Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-21 11:00","2022","01","21","11:00","-13.4","","-16.6","","77","","","","2","","11","","9.7","","100.86","","","","-20","","Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-21 12:00","2022","01","21","12:00","-11.9","","-15.9","","73","","","","8","","6","","24.1","","100.81","","","","-16","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-21 13:00","2022","01","21","13:00","-11.1","","-14.9","","73","","","","17","","7","","4.0","","100.74","","","","-15","","Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-21 14:00","2022","01","21","14:00","-10.8","","-14.7","","73","","","","13","","8","","2.4","","100.71","","","","-15","","Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-21 15:00","2022","01","21","15:00","-10.7","","-14.8","","72","","","","36","","2","","4.8","","100.70","","","","-12","","Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-21 16:00","2022","01","21","16:00","-10.7","","-14.5","","74","","","","3","","3","","11.3","","100.65","","","","-13","","Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-21 17:00","2022","01","21","17:00","-11.4","","-14.9","","76","","","","10","","8","","24.1","","100.62","","","","-16","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-21 18:00","2022","01","21","18:00","-11.6","","-15.3","","74","","","","14","","8","","24.1","","100.59","","","","-16","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-21 19:00","2022","01","21","19:00","-12.8","","-16.2","","76","","","","11","","6","","24.1","","100.57","","","","-17","","Mainly Clear"
"-79.94","43.17","HAMILTON A","6153193","2022-01-21 20:00","2022","01","21","20:00","-15.8","","-18.1","","82","","","","1","","7","","24.1","","100.56","","","","-21","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-21 21:00","2022","01","21","21:00","-14.8","","-17.1","","83","","","","6","","4","","24.1","","100.53","","","","-18","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-21 22:00","2022","01","21","22:00","-14.6","","-16.9","","83","","","","11","","6","","24.1","","100.44","","","","-19","","Clear"
"-79.94","43.17","HAMILTON A","6153193","2022-01-21 23:00","2022","01","21","23:00","-15.5","","-18.5","","79","","","","13","","9","","24.1","","100.42","","","","-21","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-22 00:00","2022","01","22","00:00","-16.2","","-18.5","","83","","","","12","","8","","24.1","","100.35","","","","-22","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-22 01:00","2022","01","22","01:00","-15.6","","-18.1","","81","","","","5","","5","","24.1","","100.25","","","","-19","","Clear"
"-79.94","43.17","HAMILTON A","6153193","2022-01-22 02:00","2022","01","22","02:00","-16.0","","-18.2","","84","","","","6","","8","","24.1","","100.15","","","","-22","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-22 03:00","2022","01","22","03:00","-16.4","","-18.6","","83","","","","7","","8","","24.1","","100.07","","","","-22","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-22 04:00","2022","01","22","04:00","-16.0","","-17.8","","86","","","","10","","9","","24.1","","99.97","","","","-22","","Clear"
"-79.94","43.17","HAMILTON A","6153193","2022-01-22 05:00","2022","01","22","05:00","-17.5","","-19.1","","88","","","","13","","4","","24.1","","99.90","","","","-21","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-22 06:00","2022","01","22","06:00","-16.1","","-17.8","","87","","","","15","","8","","24.1","","99.85","","","","-22","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-22 07:00","2022","01","22","07:00","-17.4","","-19.2","","86","","","","19","","9","","24.1","","99.79","","","","-24","","Mainly Clear"
"-79.94","43.17","HAMILTON A","6153193","2022-01-22 08:00","2022","01","22","08:00","-16.4","","-18.2","","86","","","","21","","14","","24.1","","99.74","","","","-24","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-22 09:00","2022","01","22","09:00","-13.7","","-15.6","","86","","","","21","","17","","24.1","","99.65","","","","-22","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-22 10:00","2022","01","22","10:00","-11.4","","-13.2","","87","","","","21","","15","","24.1","","99.55","","","","-18","","Mostly Cloudy"
"-79.94","43.17","HAMILTON A","6153193","2022-01-22 11:00","2022","01","22","11:00","-6.9","","-11.1","","73","","","","21","","23","","24.1","","99.45","","","","-14","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-22 12:00","2022","01","22","12:00","-5.9","","-10.7","","69","","","","21","","36","","24.1","","99.23","","","","-15","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-22 13:00","2022","01","22","13:00","-5.6","","-10.5","","68","","","","21","","34","","24.1","","99.05","","","","-14","","Cloudy"
"-79.94","43.17","HAMILTON A","6153193","2022-01-22 14:00","2022","01","22","14:00","-5.8","","-10.3","","70","","","","22","","34","","24.1","","98.90","","","","-15","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-22 15:00","2022","01","22","15:00","-5.6","","-10.2","","70","","","","21","","36","","24.1","","98.78","","","","-14","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-22 16:00","2022","01","22","16:00","-5.9","","-9.2","","78","","","","22","","29","","8.1","","98.74","","","","-14","","Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-22 17:00","2022","01","22","17:00","-6.1","","-8.5","","83","","","","22","","32","","1.2","","98.67","","","","-15","","Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-22 18:00","2022","01","22","18:00","-6.2","","-7.7","","89","","","","23","","23","","1.6","","98.65","","","","-14","","Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-22 19:00","2022","01","22","19:00","-5.7","","-7.0","","91","","","","23","","24","","2.8","","98.60","","","","-13","","Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-22 20:00","2022","01","22","20:00","-5.6","","-8.1","","83","","","","23","","30","","16.1","","98.53","","","","-14","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-22 21:00","2022","01","22","21:00","-5.9","","-9.7","","75","","","","23","","27","","24.1","","98.49","","","","-14","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-22 22:00","2022","01","22","22:00","-5.4","","-10.0","","70","","","","24","","28","","24.1","","98.52","","","","-13","","Cloudy"
"-79.94","43.17","HAMILTON A","6153193","2022-01-22 23:00","2022","01","22","23:00","-4.7","","-9.4","","70","","","","24","","31","","24.1","","98.48","","","","-13","","Blowing Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-23 00:00","2022","01","23","00:00","-4.9","","-9.2","","72","","","","24","","26","","24.1","","98.42","","","","-12","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-23 01:00","2022","01","23","01:00","-5.0","","-8.7","","75","","","","24","","25","","16.1","","98.34","","","","-12","","Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-23 02:00","2022","01","23","02:00","-5.2","","-8.7","","77","","","","24","","33","","24.1","","98.31","","","","-14","","Snow Showers"
"-79.94","43.17","HAMILTON A","6153193","2022-01-23 03:00","2022","01","23","03:00","-5.6","","-7.8","","85","","","","24","","18","","9.7","","98.31","","","","-12","","Snow Showers"
"-79.94","43.17","HAMILTON A","6153193","2022-01-23 04:00","2022","01","23","04:00","-5.8","","-8.1","","84","","","","26","","18","","9.7","","98.27","","","","-12","","Snow Showers"
"-79.94","43.17","HAMILTON A","6153193","2022-01-23 05:00","2022","01","23","05:00","-6.2","","-8.8","","82","","","","26","","14","","9.7","","98.20","","","","-12","","Snow Showers"
"-79.94","43.17","HAMILTON A","6153193","2022-01-23 06:00","2022","01","23","06:00","-6.5","","-9.0","","83","","","","26","","13","","9.7","","98.18","","","","-12","","Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-23 07:00","2022","01","23","07:00","-6.9","","-8.5","","89","","","","26","","10","","4.0","","98.20","","","","-12","","Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-23 08:00","2022","01","23","08:00","-7.1","","-8.6","","89","","","","28","","8","","3.2","","98.20","","","","-11","","Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-23 09:00","2022","01","23","09:00","-7.2","","-8.9","","88","","","","32","","9","","3.2","","98.17","","","","-12","","Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-23 10:00","2022","01","23","10:00","-7.1","","-11.3","","72","","","","33","","19","","12.9","","98.15","","","","-14","","Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-23 11:00","2022","01","23","11:00","-7.2","","-10.2","","79","","","","34","","14","","6.4","","98.15","","","","-13","","Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-23 12:00","2022","01","23","12:00","-6.8","","-11.5","","69","","","","36","","18","","12.9","","98.07","","","","-13","","Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-23 13:00","2022","01","23","13:00","-8.3","","-11.7","","77","","","","2","","21","","4.8","","98.03","","","","-16","","Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-23 14:00","2022","01","23","14:00","-8.5","","-12.7","","72","","","","4","","17","","12.9","","98.02","","","","-15","","Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-23 15:00","2022","01","23","15:00","-8.0","","-13.0","","68","","","","5","","10","","14.5","","98.03","","","","-13","","Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-23 16:00","2022","01","23","16:00","-8.7","","-13.9","","66","","","","3","","10","","24.1","","98.08","","","","-14","","Mostly Cloudy"
"-79.94","43.17","HAMILTON A","6153193","2022-01-23 17:00","2022","01","23","17:00","-8.3","","-13.8","","65","","","","1","","10","","24.1","","98.15","","","","-13","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-23 18:00","2022","01","23","18:00","-11.0","","-15.7","","69","","","","35","","10","","24.1","","98.26","","","","-16","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-23 19:00","2022","01","23","19:00","-12.7","","-17.3","","69","","","","36","","11","","24.1","","98.31","","","","-19","","Clear"
"-79.94","43.17","HAMILTON A","6153193","2022-01-23 20:00","2022","01","23","20:00","-14.8","","-18.2","","76","","","","35","","9","","24.1","","98.40","","","","-21","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-23 21:00","2022","01","23","21:00","-14.6","","-18.5","","72","","","","33","","10","","24.1","","98.45","","","","-21","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-23 22:00","2022","01","23","22:00","-16.5","","-19.7","","76","","","","31","","7","","24.1","","98.51","","","","-22","","Clear"
"-79.94","43.17","HAMILTON A","6153193","2022-01-23 23:00","2022","01","23","23:00","-17.9","","-20.3","","82","","","","28","","4","","24.1","","98.49","","","","-21","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-24 00:00","2022","01","24","00:00","-19.0","","-20.8","","86","","","","25","","6","","24.1","","98.46","","","","-24","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-24 01:00","2022","01","24","01:00","-19.3","","-21.2","","85","","","","16","","3","","24.1","","98.35","","","","-22","","Mainly Clear"
"-79.94","43.17","HAMILTON A","6153193","2022-01-24 02:00","2022","01","24","02:00","-20.6","","-22.6","","84","","","","20","","7","","24.1","","98.36","","","","-26","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-24 03:00","2022","01","24","03:00","-22.1","","-24.5","","81","","","","25","","8","","24.1","","98.36","","","","-29","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-24 04:00","2022","01","24","04:00","-20.7","","-22.6","","85","","","","22","","7","","24.1","","98.34","","","","-26","","Mainly Clear"
"-79.94","43.17","HAMILTON A","6153193","2022-01-24 05:00","2022","01","24","05:00","-18.3","","-20.9","","80","","","","14","","6","","24.1","","98.29","","","","-23","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-24 06:00","2022","01","24","06:00","-14.8","","-18.6","","73","","","","14","","17","","24.1","","98.23","","","","-23","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-24 07:00","2022","01","24","07:00","-13.6","","-18.4","","67","","","","15","","17","","24.1","","98.21","","","","-22","","Mostly Cloudy"
"-79.94","43.17","HAMILTON A","6153193","2022-01-24 08:00","2022","01","24","08:00","-12.8","","-17.5","","68","","","","15","","12","","24.1","","98.21","","","","-19","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-24 09:00","2022","01","24","09:00","-11.5","","-15.9","","70","","","","12","","17","","4.8","","98.11","","","","-19","","Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-24 10:00","2022","01","24","10:00","-10.5","","-13.3","","80","","","","12","","14","","4.8","","98.04","","","","-17","","Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-24 11:00","2022","01","24","11:00","-8.7","","-10.6","","86","","","","14","","11","","0.8","","97.96","","","","-14","","Moderate Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-24 12:00","2022","01","24","12:00","-7.0","","-10.3","","78","","","","20","","25","","2.0","","97.85","","","","-15","","Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-24 13:00","2022","01","24","13:00","-6.9","","-9.5","","82","","","","20","","25","","1.6","","97.73","","","","-15","","Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-24 14:00","2022","01","24","14:00","-7.0","","-9.1","","86","","","","19","","22","","1.0","","97.67","","","","-14","","Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-24 15:00","2022","01","24","15:00","-6.9","","-9.0","","85","","","","19","","19","","1.2","","97.62","","","","-14","","Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-24 16:00","2022","01","24","16:00","-6.7","","-8.2","","89","","","","19","","12","","1.2","","97.61","","","","-12","","Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-24 17:00","2022","01","24","17:00","-6.7","","-8.1","","90","","","","18","","8","","1.0","","97.62","","","","-11","","Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-24 18:00","2022","01","24","18:00","-6.6","","-7.8","","92","","","","14","","5","","2.0","","97.62","","","","-9","","Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-24 19:00","2022","01","24","19:00","-6.5","","-7.6","","92","","","","14","","8","","2.8","","97.62","","","","-10","","Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-24 20:00","2022","01","24","20:00","-7.2","","-8.1","","94","","","","10","","7","","11.3","","97.61","","","","-11","","Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-24 21:00","2022","01","24","21:00","-6.6","","-7.5","","93","","","","0","","1","","4.8","","97.63","","","","-7","","Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-24 22:00","2022","01","24","22:00","-6.5","","-7.3","","94","","","","27","","9","","6.4","","97.66","","","","-11","","Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-24 23:00","2022","01","24","23:00","-6.5","","-7.9","","89","","","","27","","15","","11.3","","97.72","","","","-12","","Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-25 00:00","2022","01","25","00:00","-7.2","","-8.9","","88","","","","25","","14","","24.1","","97.82","","","","-13","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-25 01:00","2022","01","25","01:00","-7.7","","-9.3","","88","","","","27","","13","","24.1","","97.88","","","","-13","","Mostly Cloudy"
"-79.94","43.17","HAMILTON A","6153193","2022-01-25 02:00","2022","01","25","02:00","-7.6","","-9.2","","88","","","","26","","12","","24.1","","97.93","","","","-13","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-25 03:00","2022","01","25","03:00","-7.5","","-9.2","","88","","","","27","","10","","24.1","","98.04","","","","-12","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-25 04:00","2022","01","25","04:00","-7.4","","-9.2","","87","","","","25","","11","","24.1","","98.10","","","","-12","","Cloudy"
"-79.94","43.17","HAMILTON A","6153193","2022-01-25 05:00","2022","01","25","05:00","-7.4","","-9.1","","88","","","","26","","10","","16.1","","98.21","","","","-12","","Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-25 06:00","2022","01","25","06:00","-7.5","","-10.6","","79","","","","29","","12","","24.1","","98.32","","","","-13","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-25 07:00","2022","01","25","07:00","-8.0","","-11.0","","79","","","","28","","11","","24.1","","98.47","","","","-13","","Mostly Cloudy"
"-79.94","43.17","HAMILTON A","6153193","2022-01-25 08:00","2022","01","25","08:00","-7.9","","-10.4","","82","","","","27","","12","","24.1","","98.57","","","","-13","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-25 09:00","2022","01","25","09:00","-7.7","","-12.0","","72","","","","28","","14","","24.1","","98.69","","","","-14","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-25 10:00","2022","01","25","10:00","-7.3","","-13.1","","64","","","","28","","24","","24.1","","98.79","","","","-15","","Mainly Clear"
"-79.94","43.17","HAMILTON A","6153193","2022-01-25 11:00","2022","01","25","11:00","-7.1","","-14.1","","58","","","","29","","25","","24.1","","98.90","","","","-15","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-25 12:00","2022","01","25","12:00","-7.5","","-14.2","","59","","","","31","","21","","24.1","","98.93","","","","-15","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-25 13:00","2022","01","25","13:00","-7.2","","-13.7","","60","","","","32","","19","","24.1","","98.93","","","","-14","","Mainly Clear"
"-79.94","43.17","HAMILTON A","6153193","2022-01-25 14:00","2022","01","25","14:00","-7.6","","-14.0","","60","","","","27","","13","","24.1","","98.96","","","","-13","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-25 15:00","2022","01","25","15:00","-8.2","","-13.7","","65","","","","28","","12","","24.1","","99.05","","","","-14","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-25 16:00","2022","01","25","16:00","-8.8","","-14.7","","63","","","","29","","12","","24.1","","99.12","","","","-14","","Mainly Clear"
"-79.94","43.17","HAMILTON A","6153193","2022-01-25 17:00","2022","01","25","17:00","-10.2","","-15.6","","65","","","","30","","12","","24.1","","99.22","","","","-16","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-25 18:00","2022","01","25","18:00","-10.7","","-16.2","","64","","","","32","","12","","24.1","","99.32","","","","-17","","Snow Showers"
"-79.94","43.17","HAMILTON A","6153193","2022-01-25 19:00","2022","01","25","19:00","-11.9","","-17.9","","61","","","","29","","5","","24.1","","99.41","","","","-15","","Mostly Cloudy"
"-79.94","43.17","HAMILTON A","6153193","2022-01-25 20:00","2022","01","25","20:00","-11.9","","-16.9","","66","","","","32","","4","","19.3","","99.46","","","","-14","","Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-25 21:00","2022","01","25","21:00","-11.8","","-15.7","","73","","","","34","","9","","8.1","","99.48","","","","-17","","Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-25 22:00","2022","01","25","22:00","-12.0","","-16.1","","72","","","","35","","5","","19.3","","99.51","","","","-15","","Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-25 23:00","2022","01","25","23:00","-12.0","","-16.3","","71","","","","2","","4","","19.3","","99.51","","","","-15","","Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-26 00:00","2022","01","26","00:00","-12.7","","-16.2","","75","","","","36","","4","","24.1","","99.52","","","","-15","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-26 01:00","2022","01","26","01:00","-13.4","","-16.5","","78","","","","36","","3","","24.1","","99.49","","","","-15","","Snow"
"-79.94","43.17","HAMILTON A","6153193","2022-01-26 02:00","2022","01","26","02:00","-12.6","","-16.3","","74","","","","2","","4","","24.1","","99.47","","","","-15","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-26 03:00","2022","01","26","03:00","-13.6","","-16.0","","82","","","","9","","4","","24.1","","99.51","","","","-16","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-26 04:00","2022","01","26","04:00","-13.4","","-16.9","","75","","","","1","","10","","24.1","","99.48","","","","-19","","Mostly Cloudy"
"-79.94","43.17","HAMILTON A","6153193","2022-01-26 05:00","2022","01","26","05:00","-13.6","","-16.7","","77","","","","20","","7","","24.1","","99.59","","","","-18","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-26 06:00","2022","01","26","06:00","-13.9","","-16.6","","80","","","","36","","1","","24.1","","99.65","","","","-15","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-26 07:00","2022","01","26","07:00","-13.6","","-16.4","","79","","","","13","","3","","24.1","","99.73","","","","-16","","Cloudy"
"-79.94","43.17","HAMILTON A","6153193","2022-01-26 08:00","2022","01","26","08:00","-13.3","","-16.1","","79","","","","1","","8","","16.1","","99.80","","","","-18","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-26 09:00","2022","01","26","09:00","-12.6","","-15.4","","80","","","","4","","7","","16.1","","99.88","","","","-17","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-26 10:00","2022","01","26","10:00","-12.3","","-15.5","","77","","","","3","","6","","12.9","","99.94","","","","-16","","Mostly Cloudy"
"-79.94","43.17","HAMILTON A","6153193","2022-01-26 11:00","2022","01","26","11:00","-11.9","","-14.9","","78","","","","7","","4","","12.9","","100.02","","","","-14","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-26 12:00","2022","01","26","12:00","-11.1","","-14.7","","75","","","","36","","2","","16.1","","99.99","","","","-12","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-26 13:00","2022","01","26","13:00","-9.1","","-15.1","","62","","","","17","","4","","19.3","","99.95","","","","-11","","Mostly Cloudy"
"-79.94","43.17","HAMILTON A","6153193","2022-01-26 14:00","2022","01","26","14:00","-9.3","","-16.4","","57","","","","20","","6","","19.3","","99.92","","","","-13","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-26 15:00","2022","01","26","15:00","-9.3","","-15.9","","59","","","","19","","12","","24.1","","99.91","","","","-15","","NA"
"-79.94","43.17","HAMILTON A","6153193","2022-01-26 16:00","2022","01","26","16:00","-9.5","","-16.4","","58","","","","22","","7","","24.1","","99.93","","","","-13","","Mainly Clear"
